TIMESTAMP,BAROMETRIC_PRESSURE(KPA),ENGINE_COOLANT_TEMP,FUEL_LEVEL,ENGINE_LOAD,AMBIENT_AIR_TEMP,ENGINE_RPM,INTAKE_MANIFOLD_PRESSURE,MAF,LONG TERM FUEL TRIM BANK 2,AIR_INTAKE_TEMP,FUEL_PRESSURE,SPEED,SHORT TERM FUEL TRIM BANK 2,SHORT TERM FUEL TRIM BANK 1,ENGINE_RUNTIME,THROTTLE_POS,DTC_NUMBER,TROUBLE_CODES,TIMING_ADVANCE,EQUIV_RATIO,MIN,HOURS,DAYS_OF_WEEK,MONTHS,YEAR
1503626726156,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503626740057,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503626782039,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503626787876,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503626809062,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503626844927,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503626855044,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503626859047,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503626902032,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503626915858,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503626943601,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503626959371,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503626968473,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503627002036,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503627023000,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503627027002,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503627031008,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503627095279,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503627187548,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503627207352,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503627238074,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503627348002,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503627380532,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503627384535,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503627388559,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503627392581,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503627396587,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503627402248,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503627406255,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503627448701,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503627455050,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503627465804,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503627469832,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503627508037,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503627513071,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503627546026,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503627550033,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503627701431,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503627906697,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503627910699,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503627914704,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503627918741,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503627922780,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503627926786,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503627996051,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628032192,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628036194,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628040201,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628044204,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628048207,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628052214,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628056245,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628060249,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628064254,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628068255,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628072257,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628076259,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628080262,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628084268,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628088273,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628092276,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628096278,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628100279,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628107906,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628145169,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628149177,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628153187,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628157196,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628161203,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628165216,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628169226,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628173229,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628177238,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628181246,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628185253,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628189261,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628193263,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628197267,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628201269,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628205277,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628209287,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628213289,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628217291,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628221299,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628225303,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628229307,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628233309,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628237312,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628241318,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628245331,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628249335,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628253339,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628257341,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628261346,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628265352,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628269360,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628273364,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628277366,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628281375,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628285385,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628289388,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628293390,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628297392,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628301395,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628305398,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628309400,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628313404,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628317407,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628321413,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628325421,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628329431,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628333433,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628337435,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628341440,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628345449,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628349458,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628353462,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628357469,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628361479,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628365488,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628369490,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628373498,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628377506,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628381509,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628385515,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628389522,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628393532,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628397540,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628401551,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628405553,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628409557,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628413560,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628417564,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628421571,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628425579,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628429582,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628433584,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628437587,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628441588,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628445590,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628449591,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628453593,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628457595,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628461598,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628465602,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628469604,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628473604,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628477606,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628481608,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628485610,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628489622,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628493627,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628497631,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628501634,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628505640,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628509643,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628513654,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628517660,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628521662,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628525663,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628529665,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628533670,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628537672,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628541672,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628545674,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628549676,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628553679,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628557688,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628561698,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628565704,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628569706,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628573714,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628577716,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628581727,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628585731,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628589743,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628593751,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628597753,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628601754,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628605757,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628609768,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628613772,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628617775,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628621777,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628625788,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628629792,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628633796,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628637804,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628641817,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628645824,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628649829,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628653839,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628657845,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628661854,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628665868,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628669874,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628673877,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628677889,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628681901,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628685910,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628689914,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628693921,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628697929,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628701932,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628705942,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628709952,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628713956,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628717963,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628721971,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628725980,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628729993,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628733999,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628738010,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628742019,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628746028,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628750040,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628754049,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628758057,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628762060,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628766069,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628770078,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628774081,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628778084,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628782087,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628786100,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628790102,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628794104,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628798106,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628802109,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628806123,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628810127,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628814132,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628818137,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628822143,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
1503628826154,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,0,3,4,8,2017
