TIMESTAMP,BAROMETRIC_PRESSURE(KPA),ENGINE_COOLANT_TEMP,FUEL_LEVEL,ENGINE_LOAD,AMBIENT_AIR_TEMP,ENGINE_RPM,INTAKE_MANIFOLD_PRESSURE,MAF,LONG TERM FUEL TRIM BANK 2,AIR_INTAKE_TEMP,FUEL_PRESSURE,SPEED,SHORT TERM FUEL TRIM BANK 2,SHORT TERM FUEL TRIM BANK 1,ENGINE_RUNTIME,THROTTLE_POS,DTC_NUMBER,TROUBLE_CODES,TIMING_ADVANCE,EQUIV_RATIO,MIN,HOURS,DAYS_OF_WEEK,MONTHS,YEAR
1500290861656,,77,,,,1012,31,,,46,,13,,,,3%,MIL is OFF1 codes,P0133,44.3%,,13,11,0,7,2017
1500290870661,,77,,23.10%,,1338,42,,,46,,31,,,,8%,MIL is OFF1 codes,P0133,54.9%,,13,11,0,7,2017
1500290879672,,77,,20.00%,,1857,73,,,46,,41,,,,11%,MIL is OFF1 codes,P0133,71.8%,,13,11,0,7,2017
1500290888683,,78,,54.50%,,2588,65,,,45,,45,,,,26%,MIL is OFF1 codes,P0133,65.9%,,13,11,0,7,2017
1500290897692,,78,,50.20%,,2667,27,,,44,,47,,,,24%,MIL is OFF1 codes,P0133,67.1%,,13,11,0,7,2017
1500290906705,,78,,26.70%,,2285,24,,,45,,23,,,,4%,MIL is OFF1 codes,P0133,71.8%,,13,11,0,7,2017
1500290915712,,78,,37.60%,,2003,20,,,44,,36,,,,17%,MIL is OFF1 codes,P0133,60.8%,,13,11,0,7,2017
1500290924717,,78,,,,1241,61,,,45,,26,,,,10%,MIL is OFF1 codes,P0133,57.3%,,13,11,0,7,2017
1500290933723,,78,,16.50%,,1604,20,,,45,,26,,,,6%,MIL is OFF1 codes,P0133,67.1%,,13,11,0,7,2017
1500290942729,,78,,10.20%,,996,29,,,45,,18,,,,11%,MIL is OFF1 codes,P0133,44.7%,,13,11,0,7,2017
1500290951744,,79,,22.00%,,1163,65,,,45,,26,,,,15%,MIL is OFF1 codes,P0133,42.0%,,13,11,0,7,2017
1500290960750,,80,,23.50%,,1845,21,,,45,,35,,,,10%,MIL is OFF1 codes,P0133,67.8%,,13,11,0,7,2017
1500290969758,,80,,5.50%,,1603,33,,,45,,8,,,,4%,MIL is OFF1 codes,P0133,43.1%,,13,11,0,7,2017
1500290978763,,79,,20.40%,,1154,38,,,45,,5,,,,5%,MIL is OFF1 codes,P0133,46.7%,,13,11,0,7,2017
1500290987768,,80,,6.70%,,793,37,,,45,,0,,,,4%,MIL is OFF1 codes,P0133,54.9%,,13,12,1,7,2017
1500375438774,,26,,9.40%,,924,48,,,24,,5,,,,6%,MIL is OFF1 codes,P0133,63.1%,,13,12,1,7,2017
1500375447783,,27,,8.20%,,978,35,,,24,,3,,,,5%,MIL is OFF1 codes,P0133,51.4%,,13,12,1,7,2017
1500375456790,,29,,6.70%,,931,61,,,24,,10,,,,4%,MIL is OFF1 codes,P0133,57.6%,,13,12,1,7,2017
1500375465797,,30,,25.10%,,1370,61,,,24,,25,,,,15%,MIL is OFF1 codes,P0133,64.3%,,13,12,1,7,2017
1500375474803,,31,,23.50%,,1512,38,,,24,,30,,,,11%,MIL is OFF1 codes,P0133,68.2%,,13,12,1,7,2017
1500375483809,,33,,7.10%,,1091,59,,,24,,13,,,,4%,MIL is OFF1 codes,P0133,51.4%,,13,12,1,7,2017
1500375492823,,34,,21.60%,,2152,61,,,25,,32,,,,6%,MIL is OFF1 codes,P0133,74.1%,,13,12,1,7,2017
1500375501829,,36,,5.50%,,1459,31,,,24,,7,,,,4%,MIL is OFF1 codes,P0133,54.1%,,13,12,1,7,2017
1500375510843,,37,,31.00%,,1860,52,,,25,,28,,,,6%,MIL is OFF1 codes,P0133,66.7%,,13,12,1,7,2017
1500375519849,,38,,8.20%,,1677,23,,,24,,23,,,,5%,MIL is OFF1 codes,P0133,76.5%,,13,12,1,7,2017
1500375528862,,39,,11.40%,,887,67,,,26,,23,,,,8%,MIL is OFF1 codes,P0133,60.8%,,13,12,1,7,2017
1500375537868,,41,,8.20%,,1099,26,,,24,,26,,,,3%,MIL is OFF1 codes,P0133,45.9%,,13,12,1,7,2017
1500375546875,,42,,6.70%,,881,32,,,25,,16,,,,11%,MIL is OFF1 codes,P0133,50.6%,,13,12,1,7,2017
1500375555882,,42,,10.60%,,1547,37,,,25,,31,,,,10%,MIL is OFF1 codes,P0133,72.5%,,13,12,1,7,2017
1500375564890,,44,,9.80%,,1709,32,,,25,,1,,,,4%,MIL is OFF1 codes,P0133,62.0%,,13,12,1,7,2017
1500375573896,,45,,14.50%,,1355,67,,,26,,21,,,,6%,MIL is OFF1 codes,P0133,60.0%,,13,12,1,7,2017
1500375582905,,46,,21.60%,,1614,44,,,26,,33,,,,11%,MIL is OFF1 codes,P0133,67.8%,,13,12,1,7,2017
1500375591914,,48,,6.70%,,1329,67,,,26,,20,,,,4%,MIL is OFF1 codes,P0133,51.8%,,13,12,1,7,2017
1500375600920,,48,,23.50%,,1627,38,,,26,,32,,,,10%,MIL is OFF1 codes,P0133,67.1%,,13,12,1,7,2017
1500375609927,,49,,9.00%,,1544,41,,,26,,13,,,,4%,MIL is OFF1 codes,P0133,63.5%,,13,12,1,7,2017
1500375618932,,50,,6.30%,,887,54,,,26,,8,,,,4%,MIL is OFF1 codes,P0133,48.2%,,13,12,1,7,2017
1500375627939,,51,,24.30%,,1762,51,,,26,,30,,,,5%,MIL is OFF1 codes,P0133,65.9%,,13,12,1,7,2017
1500375636945,,52,,5.90%,,1462,29,,,26,,22,,,,4%,MIL is OFF1 codes,P0133,47.8%,,13,12,1,7,2017
1500375645951,,53,,19.20%,,1632,42,,,26,,36,,,,10%,MIL is OFF1 codes,P0133,67.1%,,13,12,1,7,2017
1500375654963,,54,,5.50%,,1538,24,,,26,,30,,,,4%,MIL is OFF1 codes,P0133,47.8%,,13,12,1,7,2017
1500375663969,,54,,,,870,76,,,27,,15,,,,4%,MIL is OFF1 codes,P0133,54.1%,,13,12,1,7,2017
1500375672974,,54,,9.40%,,1216,20,,,27,,30,,,,8%,MIL is OFF1 codes,P0133,44.3%,,13,12,1,7,2017
1500375681981,,54,,5.50%,,853,32,,,27,,0,,,,3%,MIL is OFF1 codes,P0133,53.7%,,13,12,1,7,2017
1500375690989,,55,,8.60%,,1019,32,,,27,,0,,,,4%,MIL is OFF1 codes,P0133,43.1%,,13,12,1,7,2017
1500375699994,,57,,,,827,32,,,27,,0,,,,3%,MIL is OFF1 codes,P0133,51.4%,,13,12,1,7,2017
1500375708999,,57,,,,818,32,,,27,,0,,,,3%,MIL is OFF1 codes,P0133,51.8%,,13,12,1,7,2017
1500375718005,,58,,34.50%,,2084,29,,,27,,33,,,,14%,MIL is OFF1 codes,P0133,64.3%,,13,12,1,7,2017
1500375727012,,59,,24.30%,,2377,20,,,27,,46,,,,11%,MIL is OFF1 codes,P0133,73.7%,,13,12,1,7,2017
1500375736018,,59,,10.60%,,2686,20,,,27,,38,,,,6%,MIL is OFF1 codes,P0133,46.7%,,13,12,1,7,2017
1500375745024,,58,,,,683,65,,,28,,26,,,,9%,MIL is OFF1 codes,P0133,53.7%,,13,12,1,7,2017
1500375754030,,58,,25.50%,,1533,51,,,28,,31,,,,17%,MIL is OFF1 codes,P0133,65.5%,,13,12,1,7,2017
1500375763034,,59,,5.10%,,895,34,,,28,,5,,,,3%,MIL is OFF1 codes,P0133,50.6%,,13,12,1,7,2017
1500375772040,,59,,5.10%,,813,31,,,28,,0,,,,3%,MIL is OFF1 codes,P0133,50.2%,,13,12,1,7,2017
1500375781049,,60,,,,811,30,,,28,,0,,,,3%,MIL is OFF1 codes,P0133,57.3%,,13,12,1,7,2017
1500375790055,,61,,,,816,31,,,28,,0,,,,3%,MIL is OFF1 codes,P0133,56.1%,,13,12,1,7,2017
1500375799067,,63,,,,595,67,,,29,,23,,,,8%,MIL is OFF1 codes,P0133,55.3%,,13,12,1,7,2017
1500375808073,,63,,39.20%,,1801,30,,,29,,37,,,,23%,MIL is OFF1 codes,P0133,66.7%,,13,12,1,7,2017
1500375817080,,64,,,,1259,33,,,29,,16,,,,2%,MIL is OFF1 codes,P0133,46.7%,,13,12,1,7,2017
1500375826086,,65,,6.70%,,673,92,,,30,,23,,,,5%,MIL is OFF1 codes,P0133,58.8%,,13,12,1,7,2017
1500375835092,,65,,7.50%,,1382,57,,,30,,30,,,,10%,MIL is OFF1 codes,P0133,46.7%,,13,12,1,7,2017
1500375844098,,66,,26.30%,,2050,52,,,30,,42,,,,17%,MIL is OFF1 codes,P0133,69.0%,,13,12,1,7,2017
1500375853104,,66,,5.90%,,1658,25,,,30,,18,,,,6%,MIL is OFF1 codes,P0133,43.5%,,13,12,1,7,2017
1500375862110,,66,,,,808,31,,,30,,0,,,,3%,MIL is OFF1 codes,P0133,57.3%,,13,12,1,7,2017
1500375871115,,67,,13.70%,,1017,73,,,30,,20,,,,13%,MIL is OFF1 codes,P0133,56.1%,,13,12,1,7,2017
1500375880122,,68,,31.00%,,1678,81,,,31,,37,,,,10%,MIL is OFF1 codes,P0133,65.5%,,13,12,1,7,2017
1500375889128,,69,,23.90%,,1583,24,,,30,,32,,,,5%,MIL is OFF1 codes,P0133,64.3%,,13,12,1,7,2017
1500375898134,,69,,,,825,58,,,31,,25,,,,10%,MIL is OFF1 codes,P0133,51.8%,,13,12,1,7,2017
1500375907143,,69,,39.20%,,2382,22,,,30,,36,,,,5%,MIL is OFF1 codes,P0133,69.4%,,13,12,1,7,2017
1500375916153,,69,,19.20%,,895,95,,,31,,37,,,,21%,MIL is OFF1 codes,P0133,47.8%,,13,12,1,7,2017
1500375925159,,69,,32.90%,,1857,26,,,31,,23,,,,5%,MIL is OFF1 codes,P0133,60.8%,,13,12,1,7,2017
1500375934165,,69,,23.90%,,1161,73,,,32,,38,,,,24%,MIL is OFF1 codes,P0133,54.1%,,13,12,1,7,2017
1500375943178,,69,,6.30%,,1253,32,,,31,,6,,,,4%,MIL is OFF1 codes,P0133,45.5%,,13,12,1,7,2017
1500375952185,,69,,,,798,31,,,31,,0,,,,3%,MIL is OFF1 codes,P0133,56.1%,,13,12,1,7,2017
1500375961190,,69,,,,780,31,,,31,,0,,,,3%,MIL is OFF1 codes,P0133,54.1%,,13,12,1,7,2017
1500375970204,,70,,,,795,31,,,31,,0,,,,3%,MIL is OFF1 codes,P0133,56.1%,,13,12,1,7,2017
1500375979223,,72,,20.80%,,1418,29,,,33,,23,,,,12%,MIL is OFF1 codes,P0133,46.7%,,13,12,1,7,2017
1500375988230,,72,,14.50%,,1498,43,,,33,,40,,,,15%,MIL is OFF1 codes,P0133,47.1%,,13,12,1,7,2017
1500375997234,,72,,6.30%,,1726,20,,,33,,42,,,,3%,MIL is OFF1 codes,P0133,61.2%,,13,12,1,7,2017
1500376006247,,72,,,,1000,98,,,33,,23,,,,2%,MIL is OFF1 codes,P0133,52.9%,,13,12,1,7,2017
1500376015254,,71,,31.40%,,1414,44,,,33,,42,,,,17%,MIL is OFF1 codes,P0133,57.3%,,13,12,1,7,2017
1500376024259,,71,,,,841,31,,,33,,1,,,,2%,MIL is OFF1 codes,P0133,53.7%,,13,12,1,7,2017
1500376033265,,71,,5.50%,,819,71,,,33,,12,,,,3%,MIL is OFF1 codes,P0133,49.4%,,13,12,1,7,2017
1500376042280,,72,,20.00%,,1670,23,,,33,,28,,,,13%,MIL is OFF1 codes,P0133,67.8%,,13,12,1,7,2017
1500376051286,,72,,,,771,34,,,33,,0,,,,3%,MIL is OFF1 codes,P0133,54.9%,,13,12,1,7,2017
1500376060291,,73,,,,784,33,,,33,,0,,,,3%,MIL is OFF1 codes,P0133,51.8%,,13,12,1,7,2017
1500376069313,,75,,,,788,30,,,33,,0,,,,2%,MIL is OFF1 codes,P0133,56.1%,,13,12,1,7,2017
1500376078319,,75,,,,778,50,,,33,,13,,,,6%,MIL is OFF1 codes,P0133,57.3%,,13,12,1,7,2017
1500376087328,,76,,21.60%,,1540,65,,,35,,40,,,,20%,MIL is OFF1 codes,P0133,47.8%,,13,12,1,7,2017
1500376096334,,77,,12.90%,,1397,64,,,35,,38,,,,10%,MIL is OFF1 codes,P0133,66.7%,,13,12,1,7,2017
1500376105340,,77,,5.10%,,1732,32,,,34,,33,,,,4%,MIL is OFF1 codes,P0133,43.5%,,13,12,1,7,2017
1500376114347,,75,,9.40%,,1443,30,,,35,,30,,,,3%,MIL is OFF1 codes,P0133,67.1%,,13,12,1,7,2017
1500376123353,,75,,26.70%,,1454,36,,,35,,33,,,,4%,MIL is OFF1 codes,P0133,58.4%,,13,12,1,7,2017
1500376132359,,75,,12.20%,,1346,44,,,35,,38,,,,9%,MIL is OFF1 codes,P0133,54.1%,,13,12,1,7,2017
1500376141366,,75,,,,1143,29,,,35,,15,,,,3%,MIL is OFF1 codes,P0133,49.0%,,13,12,1,7,2017
1500376150371,,75,,,,775,29,,,35,,0,,,,2%,MIL is OFF1 codes,P0133,56.1%,,13,12,1,7,2017
1500376159378,,76,,,,774,30,,,35,,0,,,,2%,MIL is OFF1 codes,P0133,56.1%,,13,12,1,7,2017
1500376168383,,77,,,,757,30,,,35,,0,,,,2%,MIL is OFF1 codes,P0133,54.9%,,13,12,1,7,2017
1500376177389,,78,,,,758,30,,,35,,0,,,,2%,MIL is OFF1 codes,P0133,54.9%,,13,12,1,7,2017
1500376186397,,78,,,,780,31,,,36,,0,,,,3%,MIL is OFF1 codes,P0133,56.1%,,13,12,1,7,2017
1500376195403,,79,,,,770,39,,,36,,2,,,,2%,MIL is OFF1 codes,P0133,55.3%,,13,12,1,7,2017
1500376204408,,80,,21.20%,,1580,94,,,36,,33,,,,13%,MIL is OFF1 codes,P0133,45.9%,,13,12,1,7,2017
1500376213415,,81,,26.30%,,1745,22,,,36,,47,,,,17%,MIL is OFF1 codes,P0133,54.9%,,13,12,1,7,2017
1500376222421,,80,,8.60%,,1805,30,,,36,,45,,,,8%,MIL is OFF1 codes,P0133,54.1%,,13,12,1,7,2017
1500376231426,,79,,30.20%,,1764,40,,,36,,52,,,,13%,MIL is OFF1 codes,P0133,67.1%,,13,12,1,7,2017
1500376240440,,78,,5.90%,,1822,18,,,36,,46,,,,4%,MIL is OFF1 codes,P0133,44.3%,,13,12,1,7,2017
1500376249447,,77,,5.10%,,1645,28,,,37,,5,,,,2%,MIL is OFF1 codes,P0133,43.5%,,13,12,1,7,2017
1500376258453,,76,,,,769,30,,,37,,0,,,,2%,MIL is OFF1 codes,P0133,58.4%,,13,12,1,7,2017
1500376267484,,76,,,,755,31,,,37,,0,,,,3%,MIL is OFF1 codes,P0133,55.3%,,13,12,1,7,2017
1500376276490,,77,,,,770,30,,,37,,0,,,,2%,MIL is OFF1 codes,P0133,56.1%,,13,12,1,7,2017
1500376285496,,78,,,,783,30,,,37,,0,,,,2%,MIL is OFF1 codes,P0133,56.1%,,13,12,1,7,2017
1500376294505,,78,,,,766,30,,,37,,0,,,,2%,MIL is OFF1 codes,P0133,54.9%,,13,12,1,7,2017
1500376303512,,79,,,,772,63,,,37,,10,,,,2%,MIL is OFF1 codes,P0133,56.5%,,13,12,1,7,2017
1500376312518,,80,,10.60%,,1398,95,,,39,,40,,,,8%,MIL is OFF1 codes,P0133,59.6%,,13,12,1,7,2017
1500376321537,,81,,42.40%,,1856,95,,,39,,48,,,,31%,MIL is OFF1 codes,P0133,54.9%,,13,12,1,7,2017
1500376330544,,81,,40.80%,,2089,20,,,38,,43,,,,12%,MIL is OFF1 codes,P0133,63.5%,,13,12,1,7,2017
1500376339550,,81,,6.30%,,1734,20,,,38,,32,,,,4%,MIL is OFF1 codes,P0133,43.5%,,13,12,1,7,2017
1500376348559,,79,,31.80%,,1370,96,,,39,,43,,,,28%,MIL is OFF1 codes,P0133,56.5%,,13,12,1,7,2017
1500376357566,,78,,27.10%,,1806,24,,,39,,28,,,,4%,MIL is OFF1 codes,P0133,63.1%,,13,12,1,7,2017
1500376366572,,78,,,,703,40,,,39,,15,,,,3%,MIL is OFF1 codes,P0133,54.1%,,13,12,1,7,2017
1500376375578,,,,,,761,,,,,,,,,,3%,MIL is OFF1 codes,P0133,60.8%,,53,9,0,7,2017
1500893993171,,27,,9.80%,,1043,40,,,24,,2,,,,6%,MIL is OFF1 codes,P0133,62.4%,,53,9,0,7,2017
1500894002184,,28,,10.20%,,1015,40,,,25,,6,,,,6%,MIL is OFF1 codes,P0133,47.1%,,53,9,0,7,2017
1500894011190,,30,,7.10%,,1007,34,,,25,,0,,,,4%,MIL is OFF1 codes,P0133,55.3%,,53,9,0,7,2017
1500894020196,,30,,6.70%,,979,34,,,25,,0,,,,4%,MIL is OFF1 codes,P0133,57.3%,,53,9,0,7,2017
1500894029201,,32,,7.80%,,967,39,,,25,,6,,,,5%,MIL is OFF1 codes,P0133,62.0%,,53,9,0,7,2017
1500894038207,,33,,10.60%,,920,59,,,26,,17,,,,11%,MIL is OFF1 codes,P0133,70.2%,,53,9,0,7,2017
1500894047223,,35,,21.60%,,1278,59,,,26,,28,,,,13%,MIL is OFF1 codes,P0133,65.9%,,53,9,0,7,2017
1500894056229,,36,,10.20%,,1601,34,,,26,,11,,,,5%,MIL is OFF1 codes,P0133,74.9%,,53,9,0,7,2017
1500894065238,,37,,7.10%,,933,33,,,26,,0,,,,4%,MIL is OFF1 codes,P0133,49.4%,,53,9,0,7,2017
1500894074243,,38,,5.90%,,914,65,,,26,,13,,,,4%,MIL is OFF1 codes,P0133,52.9%,,53,9,0,7,2017
1500894083254,,39,,24.70%,,1623,25,,,26,,28,,,,12%,MIL is OFF1 codes,P0133,64.7%,,53,9,0,7,2017
1500894092265,,41,,7.80%,,1256,34,,,26,,7,,,,5%,MIL is OFF1 codes,P0133,47.8%,,53,9,0,7,2017
1500894101275,,42,,6.30%,,900,34,,,26,,0,,,,4%,MIL is OFF1 codes,P0133,47.1%,,53,9,0,7,2017
1500894110283,,43,,5.90%,,863,54,,,26,,6,,,,4%,MIL is OFF1 codes,P0133,51.8%,,53,9,0,7,2017
1500894119289,,45,,16.50%,,1259,65,,,27,,27,,,,14%,MIL is OFF1 codes,P0133,48.2%,,53,9,0,7,2017
1500894128295,,45,,23.90%,,1366,35,,,26,,40,,,,13%,MIL is OFF1 codes,P0133,65.9%,,53,9,0,7,2017
1500894137301,,47,,11.80%,,1357,27,,,26,,42,,,,8%,MIL is OFF1 codes,P0133,66.7%,,53,9,0,7,2017
1500894146306,,47,,14.50%,,1328,25,,,26,,40,,,,7%,MIL is OFF1 codes,P0133,65.5%,,53,9,0,7,2017
1500894155320,,48,,,,803,93,,,27,,32,,,,13%,MIL is OFF1 codes,P0133,60.0%,,53,9,0,7,2017
1500894164325,,48,,17.30%,,1161,28,,,26,,31,,,,5%,MIL is OFF1 codes,P0133,63.5%,,53,9,0,7,2017
1500894173335,,49,,20.40%,,1150,27,,,27,,32,,,,5%,MIL is OFF1 codes,P0133,63.5%,,53,9,0,7,2017
1500894182342,,50,,5.50%,,1036,42,,,27,,37,,,,7%,MIL is OFF1 codes,P0133,45.5%,,53,9,0,7,2017
1500894191364,,51,,6.70%,,1173,49,,,27,,41,,,,4%,MIL is OFF1 codes,P0133,44.7%,,53,9,0,7,2017
1500894200387,,51,,7.50%,,1468,23,,,27,,45,,,,4%,MIL is OFF1 codes,P0133,52.5%,,53,9,0,7,2017
1500894209392,,51,,22.00%,,1533,49,,,27,,57,,,,10%,MIL is OFF1 codes,P0133,67.8%,,53,9,0,7,2017
1500894218398,,52,,5.50%,,1836,19,,,27,,60,,,,4%,MIL is OFF1 codes,P0133,44.3%,,53,9,0,7,2017
1500894227417,,51,,5.90%,,1818,31,,,27,,57,,,,8%,MIL is OFF1 codes,P0133,44.3%,,53,9,0,7,2017
1500894236434,,51,,17.30%,,1821,34,,,27,,57,,,,10%,MIL is OFF1 codes,P0133,73.7%,,53,9,0,7,2017
1500894245440,,51,,11.00%,,1865,46,,,28,,58,,,,4%,MIL is OFF1 codes,P0133,70.6%,,53,9,0,7,2017
1500894254454,,51,,23.90%,,1999,40,,,28,,61,,,,10%,MIL is OFF1 codes,P0133,71.8%,,53,9,0,7,2017
1500894263460,,51,,34.10%,,1731,25,,,28,,50,,,,15%,MIL is OFF1 codes,P0133,69.0%,,53,9,0,7,2017
1500894272466,,52,,5.50%,,1247,32,,,28,,12,,,,4%,MIL is OFF1 codes,P0133,52.9%,,53,9,0,7,2017
1500894281472,,52,,,,849,31,,,29,,0,,,,3%,MIL is OFF1 codes,P0133,53.7%,,53,9,0,7,2017
1500894290489,,54,,5.10%,,851,31,,,29,,0,,,,3%,MIL is OFF1 codes,P0133,55.3%,,53,9,0,7,2017
1500894299505,,54,,,,819,32,,,29,,0,,,,3%,MIL is OFF1 codes,P0133,54.9%,,53,9,0,7,2017
1500894308511,,55,,14.90%,,1511,59,,,29,,22,,,,6%,MIL is OFF1 codes,P0133,64.7%,,53,9,0,7,2017
1500894317517,,57,,16.10%,,1585,23,,,29,,26,,,,11%,MIL is OFF1 codes,P0133,67.1%,,53,9,0,7,2017
1500894326522,,57,,25.50%,,1570,46,,,29,,33,,,,12%,MIL is OFF1 codes,P0133,63.5%,,53,9,0,7,2017
1500894335528,,58,,13.30%,,1774,20,,,29,,51,,,,,,,,,6,11,4,7,2017
1501239960670,,22,,8.20%,,1147,32,,,23,,0,,,,5%,MIL is OFF1 codes,P0133,60.8%,,6,11,4,7,2017
1501239969673,,23,,10.20%,,990,42,,,23,,2,,,,5%,MIL is OFF1 codes,P0133,50.2%,,6,11,4,7,2017
1501239978678,,24,,7.80%,,847,46,,,23,,5,,,,6%,MIL is OFF1 codes,P0133,55.3%,,6,11,4,7,2017
1501239987690,,26,,9.00%,,967,37,,,23,,1,,,,5%,MIL is OFF1 codes,P0133,51.8%,,6,11,4,7,2017
1501239996698,,27,,7.80%,,968,39,,,23,,0,,,,5%,MIL is OFF1 codes,P0133,58.4%,,6,11,4,7,2017
1501240005703,,28,,9.40%,,1105,50,,,24,,6,,,,5%,MIL is OFF1 codes,P0133,57.6%,,6,11,4,7,2017
1501240014707,,30,,18.80%,,1546,62,,,24,,16,,,,13%,MIL is OFF1 codes,P0133,67.8%,,6,11,4,7,2017
1501240023712,,31,,25.50%,,1694,40,,,24,,25,,,,17%,MIL is OFF1 codes,P0133,69.4%,,6,11,4,7,2017
1501240032719,,33,,9.00%,,1364,30,,,24,,18,,,,5%,MIL is OFF1 codes,P0133,71.4%,,6,11,4,7,2017
1501240041725,,33,,7.80%,,707,70,,,24,,10,,,,6%,MIL is OFF1 codes,P0133,61.2%,,6,11,4,7,2017
1501240050731,,35,,27.10%,,1698,30,,,24,,26,,,,13%,MIL is OFF1 codes,P0133,67.1%,,6,11,4,7,2017
1501240059737,,36,,10.20%,,1477,32,,,24,,15,,,,5%,MIL is OFF1 codes,P0133,70.6%,,6,11,4,7,2017
1501240068744,,37,,6.70%,,911,34,,,24,,0,,,,4%,MIL is OFF1 codes,P0133,54.9%,,6,11,4,7,2017
1501240077750,,38,,5.50%,,888,32,,,24,,0,,,,4%,MIL is OFF1 codes,P0133,56.1%,,6,11,4,7,2017
1501240086753,,39,,5.50%,,877,32,,,24,,0,,,,4%,MIL is OFF1 codes,P0133,58.8%,,6,11,4,7,2017
1501240095759,,40,,16.90%,,1440,35,,,24,,3,,,,8%,MIL is OFF1 codes,P0133,60.0%,,6,11,4,7,2017
1501240104767,,42,,5.90%,,879,53,,,24,,13,,,,4%,MIL is OFF1 codes,P0133,53.7%,,6,11,4,7,2017
1501240113773,,42,,12.50%,,1475,56,,,24,,33,,,,11%,MIL is OFF1 codes,P0133,70.6%,,6,11,4,7,2017
1501240122779,,44,,14.10%,,1470,30,,,24,,40,,,,9%,MIL is OFF1 codes,P0133,59.6%,,6,11,4,7,2017
1501240131784,,45,,6.70%,,860,50,,,24,,21,,,,6%,MIL is OFF1 codes,P0133,49.4%,,6,11,4,7,2017
1501240140789,,46,,14.10%,,1069,41,,,24,,30,,,,6%,MIL is OFF1 codes,P0133,61.2%,,6,11,4,7,2017
1501240149792,,47,,12.90%,,1284,31,,,24,,32,,,,8%,MIL is OFF1 codes,P0133,65.5%,,6,11,4,7,2017
1501240158798,,48,,9.40%,,1164,55,,,25,,31,,,,8%,MIL is OFF1 codes,P0133,65.9%,,6,11,4,7,2017
1501240167822,,48,,20.80%,,1383,26,,,24,,31,,,,9%,MIL is OFF1 codes,P0133,65.9%,,6,11,4,7,2017
1501240176827,,49,,5.50%,,862,32,,,24,,0,,,,4%,MIL is OFF1 codes,P0133,59.6%,,6,11,4,7,2017
1501240185833,,50,,5.10%,,843,32,,,24,,0,,,,3%,MIL is OFF1 codes,P0133,57.3%,,6,11,4,7,2017
1501240194857,,51,,5.10%,,774,35,,,25,,1,,,,4%,MIL is OFF1 codes,P0133,56.1%,,6,11,4,7,2017
1501240203863,,52,,9.80%,,871,32,,,25,,22,,,,6%,MIL is OFF1 codes,P0133,64.3%,,6,11,4,7,2017
1501240212866,,53,,9.00%,,1274,32,,,25,,30,,,,7%,MIL is OFF1 codes,P0133,45.9%,,6,11,4,7,2017
1501240221874,,54,,18.80%,,1553,20,,,25,,42,,,,9%,MIL is OFF1 codes,P0133,66.7%,,6,11,4,7,2017
1501240230881,,54,,,,1647,22,,,25,,40,,,,3%,MIL is OFF1 codes,P0133,43.5%,,6,11,4,7,2017
1501240239885,,54,,18.40%,,1672,36,,,26,,47,,,,8%,MIL is OFF1 codes,P0133,69.0%,,6,11,4,7,2017
1501240248892,,53,,14.90%,,2185,20,,,26,,58,,,,4%,MIL is OFF1 codes,P0133,76.1%,,6,11,4,7,2017
1501240257895,,53,,6.30%,,1845,17,,,26,,52,,,,4%,MIL is OFF1 codes,P0133,44.7%,,6,11,4,7,2017
1501240266900,,51,,7.50%,,1668,22,,,26,,40,,,,4%,MIL is OFF1 codes,P0133,75.3%,,6,11,4,7,2017
1501240275904,,51,,,,839,32,,,26,,13,,,,3%,MIL is OFF1 codes,P0133,57.6%,,6,11,4,7,2017
1501240284909,,51,,5.10%,,853,74,,,27,,13,,,,6%,MIL is OFF1 codes,P0133,56.1%,,6,11,4,7,2017
1501240293919,,52,,8.60%,,1151,30,,,26,,23,,,,8%,MIL is OFF1 codes,P0133,37.6%,,6,11,4,7,2017
1501240302927,,53,,5.50%,,837,56,,,27,,7,,,,4%,MIL is OFF1 codes,P0133,51.4%,,6,11,4,7,2017
1501240311933,,54,,20.00%,,1256,46,,,27,,23,,,,12%,MIL is OFF1 codes,P0133,57.3%,,6,11,4,7,2017
1501240320939,,54,,19.20%,,1551,69,,,27,,35,,,,9%,MIL is OFF1 codes,P0133,67.8%,,6,11,4,7,2017
1501240329947,,55,,17.60%,,1547,24,,,27,,36,,,,8%,MIL is OFF1 codes,P0133,66.7%,,6,11,4,7,2017
1501240338954,,56,,11.00%,,1263,60,,,27,,38,,,,11%,MIL is OFF1 codes,P0133,52.5%,,6,11,4,7,2017
1501240347960,,57,,5.90%,,1258,33,,,27,,6,,,,4%,MIL is OFF1 codes,P0133,50.6%,,6,11,4,7,2017
1501240356964,,57,,11.40%,,1114,67,,,27,,26,,,,9%,MIL is OFF1 codes,P0133,62.0%,,6,11,4,7,2017
1501240365971,,57,,34.10%,,1919,68,,,27,,37,,,,17%,MIL is OFF1 codes,P0133,67.8%,,6,11,4,7,2017
1501240374977,,57,,23.50%,,1664,26,,,27,,40,,,,11%,MIL is OFF1 codes,P0133,67.8%,,6,11,4,7,2017
1501240383982,,58,,7.80%,,1425,42,,,27,,37,,,,7%,MIL is OFF1 codes,P0133,71.8%,,6,11,4,7,2017
1501240392999,,57,,5.50%,,1357,26,,,27,,26,,,,4%,MIL is OFF1 codes,P0133,52.5%,,6,11,4,7,2017
